date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2009-10-28,25,17,0.0,10.1,5,65,01:18 PM,12:16 AM,05:29 AM,04:46 PM,20,21,23,21,5,74,92,2.8,1013,25,5,65,3,Mawsynram
2009-10-29,27,19,0.0,11.2,5,72,01:49 PM,01:08 AM,05:30 AM,04:45 PM,19,23,23,22,5,60,87,0.0,1014,27,4,107,3,Mawsynram
2009-10-30,25,12,0.0,11.1,5,79,02:20 PM,02:01 AM,05:30 AM,04:44 PM,17,20,21,20,5,60,86,0.1,1013,25,4,208,2,Mawsynram
2009-10-31,27,19,0.0,10.1,5,83,02:53 PM,02:54 AM,05:31 AM,04:43 PM,20,24,24,22,4,71,92,2.9,1012,27,5,104,2,Mawsynram
2009-11-01,25,15,0.0,10.1,5,97,03:28 PM,03:51 AM,05:32 AM,04:43 PM,17,20,21,20,5,59,86,0.1,1013,25,4,124,3,Mawsynram
2009-11-02,23,15,0.0,11.1,4,100,04:08 PM,04:49 AM,05:32 AM,04:42 PM,17,19,20,19,8,20,89,5.6,1016,23,7,75,5,Mawsynram
2009-11-03,26,15,0.0,11.1,5,87,04:53 PM,05:52 AM,05:33 AM,04:41 PM,18,21,22,21,7,38,87,1.4,1016,26,5,78,4,Mawsynram
2009-11-04,27,16,0.0,11.1,5,80,05:45 PM,06:56 AM,05:33 AM,04:41 PM,19,20,22,20,7,62,93,9.8,1016,27,4,65,4,Mawsynram
2009-11-05,20,16,0.0,8.6,4,72,06:43 PM,08:01 AM,05:34 AM,04:40 PM,18,19,19,19,6,61,95,14.6,1016,20,7,145,4,Mawsynram
2009-11-06,26,15,0.0,11.1,4,65,07:47 PM,09:03 AM,05:35 AM,04:40 PM,18,20,20,20,5,50,92,8.8,1013,26,7,158,3,Mawsynram
2009-11-07,20,10,0.0,11.0,4,57,08:53 PM,09:59 AM,05:35 AM,04:39 PM,14,15,15,15,4,68,95,10.4,1012,20,4,222,2,Mawsynram
2009-11-08,22,11,0.0,11.0,4,50,09:59 PM,10:49 AM,05:36 AM,04:39 PM,13,15,15,15,5,46,89,3.4,1012,22,6,180,3,Mawsynram
2009-11-09,23,9,0.0,11.0,5,42,11:03 PM,11:34 AM,05:37 AM,04:38 PM,13,16,17,16,5,35,83,0.0,1010,23,7,268,2,Mawsynram
2009-11-10,23,14,0.0,11.0,5,35,No moonrise,12:14 PM,05:37 AM,04:38 PM,16,19,19,19,4,41,86,0.1,1008,23,6,283,3,Mawsynram
2009-11-11,25,16,0.0,11.0,5,27,12:05 AM,12:51 PM,05:38 AM,04:37 PM,17,20,21,20,4,59,86,0.1,1009,25,5,173,2,Mawsynram
2009-11-12,27,17,0.0,11.0,5,20,01:05 AM,01:26 PM,05:39 AM,04:37 PM,19,22,22,21,4,71,88,0.4,1012,27,5,147,2,Mawsynram
2009-11-13,27,19,0.0,11.0,5,12,02:04 AM,02:01 PM,05:39 AM,04:36 PM,19,23,23,22,5,53,87,0.1,1013,27,5,202,3,Mawsynram
2009-11-14,22,16,0.0,10.1,4,4,03:04 AM,02:38 PM,05:40 AM,04:36 PM,18,19,19,19,6,70,95,0.3,1011,22,4,241,3,Mawsynram
2009-11-15,23,18,0.0,5.5,4,0,04:04 AM,03:18 PM,05:41 AM,04:35 PM,20,20,21,20,9,91,98,10.0,1008,23,5,210,6,Mawsynram
2009-11-16,24,18,0.0,8.5,4,0,05:04 AM,04:01 PM,05:42 AM,04:35 PM,19,19,20,19,7,84,96,2.2,1011,24,3,219,4,Mawsynram
2009-11-17,22,15,0.0,5.5,4,0,06:04 AM,04:48 PM,05:42 AM,04:35 PM,19,19,20,19,6,89,99,17.0,1012,22,4,231,4,Mawsynram
2009-11-18,20,14,0.0,7.0,4,3,07:01 AM,05:39 PM,05:43 AM,04:34 PM,18,19,19,19,6,79,96,5.7,1013,20,6,242,3,Mawsynram
2009-11-19,23,16,0.0,10.1,4,10,07:56 AM,06:31 PM,05:44 AM,04:34 PM,17,19,19,19,6,57,93,2.2,1015,23,7,265,4,Mawsynram
2009-11-20,21,14,0.0,10.1,4,18,08:45 AM,07:27 PM,05:44 AM,04:34 PM,15,16,17,16,4,77,92,1.2,1017,21,5,175,2,Mawsynram
2009-11-21,22,15,0.0,10.9,4,26,09:29 AM,08:21 PM,05:45 AM,04:34 PM,15,18,18,18,5,60,87,0.6,1017,22,5,57,3,Mawsynram
2009-11-22,20,11,0.0,8.5,4,33,10:08 AM,09:15 PM,05:46 AM,04:34 PM,13,15,15,15,5,68,90,0.6,1017,20,5,101,3,Mawsynram
2009-11-23,17,7,0.0,10.9,4,41,10:43 AM,10:07 PM,05:47 AM,04:33 PM,13,14,14,14,3,58,92,2.7,1016,17,7,217,2,Mawsynram
2009-11-24,21,11,0.0,8.5,4,48,11:16 AM,10:58 PM,05:47 AM,04:33 PM,15,16,17,16,4,59,92,0.8,1015,21,6,141,2,Mawsynram
2009-11-25,17,11,0.0,10.1,4,56,11:47 AM,11:50 PM,05:48 AM,04:33 PM,14,15,15,15,3,74,92,1.4,1014,17,4,214,2,Mawsynram
2009-11-26,21,12,0.0,10.1,4,63,12:17 PM,No moonset,05:49 AM,04:33 PM,16,17,17,17,4,78,93,3.9,1014,21,5,149,3,Mawsynram
2009-11-27,18,13,0.0,10.1,4,71,12:49 PM,12:42 AM,05:49 AM,04:33 PM,15,16,16,16,4,76,91,0.6,1016,18,4,113,2,Mawsynram
2009-11-28,18,12,0.0,10.1,4,78,01:23 PM,01:36 AM,05:50 AM,04:33 PM,14,15,15,15,4,72,92,0.1,1017,18,4,101,2,Mawsynram
2009-11-29,21,11,0.0,7.0,4,86,02:00 PM,02:32 AM,05:51 AM,04:33 PM,16,17,17,17,3,76,92,0.5,1017,21,4,91,2,Mawsynram
2009-11-30,23,15,0.0,10.8,4,93,02:42 PM,03:33 AM,05:52 AM,04:33 PM,16,17,18,17,5,72,91,0.2,1017,23,5,90,3,Mawsynram
2009-12-01,19,9,0.0,10.1,4,97,03:31 PM,04:37 AM,05:52 AM,04:33 PM,13,15,15,15,3,61,89,0.2,1017,19,6,152,2,Mawsynram
2009-12-02,18,14,0.0,10.8,4,100,04:28 PM,05:43 AM,05:53 AM,04:33 PM,15,16,16,16,4,73,90,0.2,1017,18,5,136,3,Mawsynram
2009-12-03,19,10,0.0,10.0,4,88,05:32 PM,06:48 AM,05:54 AM,04:33 PM,14,16,15,16,5,81,90,0.2,1017,19,3,78,3,Mawsynram
2009-12-04,16,12,0.0,8.5,4,81,06:39 PM,07:49 AM,05:54 AM,04:33 PM,13,14,14,14,3,78,93,0.8,1015,16,4,137,2,Mawsynram
2009-12-05,18,8,0.0,10.8,4,74,07:48 PM,08:43 AM,05:55 AM,04:33 PM,13,15,14,15,5,74,94,0.6,1015,18,5,218,3,Mawsynram
2009-12-06,21,12,0.0,6.9,4,66,08:55 PM,09:31 AM,05:56 AM,04:33 PM,15,17,17,17,5,81,91,0.5,1014,21,5,244,3,Mawsynram
2009-12-07,21,12,0.0,10.0,4,59,09:59 PM,10:13 AM,05:56 AM,04:34 PM,14,16,16,16,4,75,89,0.4,1015,21,5,180,2,Mawsynram
2009-12-08,19,13,0.0,10.8,4,52,11:00 PM,10:52 AM,05:57 AM,04:34 PM,14,16,16,16,5,56,89,0.0,1015,19,7,130,3,Mawsynram
2009-12-09,16,8,0.0,10.0,3,45,12:00 AM,11:28 AM,05:58 AM,04:34 PM,10,12,12,12,4,66,90,0.0,1015,16,4,79,3,Mawsynram
2009-12-10,19,6,0.0,10.8,4,37,No moonrise,12:03 PM,05:58 AM,04:34 PM,9,12,12,12,4,54,87,0.0,1014,19,6,118,2,Mawsynram
2009-12-11,19,5,0.0,10.0,4,30,12:58 AM,12:38 PM,05:59 AM,04:34 PM,11,14,14,14,4,69,86,0.0,1014,19,4,210,2,Mawsynram
2009-12-12,18,11,0.0,10.0,4,23,01:57 AM,01:17 PM,06:00 AM,04:35 PM,12,14,14,14,5,66,89,0.1,1015,18,4,73,3,Mawsynram
2009-12-13,21,10,0.0,10.4,4,15,02:56 AM,01:57 PM,06:00 AM,04:35 PM,14,16,16,16,4,68,88,0.0,1015,21,5,191,2,Mawsynram
2009-12-14,21,14,0.0,8.7,5,8,03:55 AM,02:42 PM,06:01 AM,04:35 PM,14,17,17,17,5,47,85,0.0,1016,21,8,172,3,Mawsynram
2009-12-15,22,8,0.0,5.5,4,1,04:52 AM,03:31 PM,06:01 AM,04:36 PM,14,15,16,15,4,81,94,1.0,1017,22,5,217,3,Mawsynram
2009-12-16,19,4,0.0,8.7,4,0,05:48 AM,04:23 PM,06:02 AM,04:36 PM,12,14,14,14,4,64,89,0.5,1016,19,6,225,2,Mawsynram
2009-12-17,20,13,0.0,7.1,4,0,06:38 AM,05:18 PM,06:03 AM,04:37 PM,16,17,17,17,5,68,91,1.4,1017,20,5,234,3,Mawsynram
2009-12-18,21,15,0.0,7.1,4,6,07:25 AM,06:12 PM,06:03 AM,04:37 PM,16,17,17,17,4,45,95,8.5,1018,21,9,287,3,Mawsynram
2009-12-19,20,11,0.0,7.1,4,13,08:05 AM,07:06 PM,06:04 AM,04:37 PM,15,16,16,16,6,63,95,13.7,1018,20,6,231,3,Mawsynram
2009-12-20,18,7,0.0,8.7,3,21,08:42 AM,07:59 PM,06:04 AM,04:38 PM,10,12,12,12,5,58,90,0.2,1020,18,4,83,3,Mawsynram
2009-12-21,18,6,0.0,8.7,4,28,09:16 AM,08:51 PM,06:05 AM,04:38 PM,9,12,12,12,4,45,86,0.0,1018,18,6,74,2,Mawsynram
2009-12-22,19,9,0.0,8.7,4,35,09:47 AM,09:42 PM,06:05 AM,04:39 PM,12,14,14,14,5,63,88,0.2,1016,19,4,163,3,Mawsynram
2009-12-23,20,14,0.0,7.1,4,43,10:17 AM,10:32 PM,06:06 AM,04:39 PM,15,17,17,17,4,72,90,1.4,1016,20,6,153,2,Mawsynram
2009-12-24,19,12,0.0,5.5,4,50,10:47 AM,11:25 PM,06:06 AM,04:40 PM,15,16,16,16,4,67,94,5.5,1015,19,8,230,3,Mawsynram
2009-12-25,18,12,0.0,8.7,3,57,11:19 AM,No moonset,06:07 AM,04:41 PM,13,14,14,14,3,56,90,2.9,1015,18,7,138,2,Mawsynram
2009-12-26,17,11,0.0,8.7,3,64,11:53 AM,12:18 AM,06:07 AM,04:41 PM,12,14,14,14,3,72,91,0.1,1014,17,6,110,2,Mawsynram
2009-12-27,19,10,0.0,8.7,3,72,12:31 PM,01:15 AM,06:07 AM,04:42 PM,12,14,14,14,4,59,88,0.1,1014,19,5,118,3,Mawsynram
2009-12-28,15,9,0.0,8.7,3,79,01:16 PM,02:16 AM,06:08 AM,04:42 PM,10,11,11,11,4,64,91,0.6,1013,15,7,192,3,Mawsynram
2009-12-29,17,8,0.0,8.7,4,86,02:08 PM,03:20 AM,06:08 AM,04:43 PM,11,13,13,13,4,68,89,0.4,1014,17,6,179,2,Mawsynram
2009-12-30,19,12,0.0,8.7,4,93,03:09 PM,04:25 AM,06:09 AM,04:44 PM,13,15,15,15,3,77,90,0.1,1013,19,5,232,2,Mawsynram
2009-12-31,17,12,0.0,5.5,3,97,04:15 PM,05:29 AM,06:09 AM,04:44 PM,13,14,14,14,2,70,93,0.9,1014,17,5,188,2,Mawsynram
2010-01-01,16,12,0.0,7.1,3,100,05:26 PM,06:28 AM,06:09 AM,04:45 PM,13,14,14,14,6,68,92,1.1,1016,16,4,37,4,Mawsynram
2010-01-02,20,11,0.0,7.1,4,85,06:36 PM,07:21 AM,06:09 AM,04:46 PM,12,16,16,16,6,27,82,0.0,1016,20,6,57,4,Mawsynram
2010-01-03,20,6,0.0,7.1,4,77,07:45 PM,08:07 AM,06:10 AM,04:46 PM,10,14,14,14,3,38,81,0.0,1015,20,4,76,2,Mawsynram
2010-01-04,22,10,0.0,8.7,4,70,08:49 PM,08:49 AM,06:10 AM,04:47 PM,11,15,15,15,5,5,81,0.0,1013,22,7,209,3,Mawsynram
2010-01-05,20,10,0.0,8.7,5,63,09:52 PM,09:27 AM,06:10 AM,04:48 PM,11,15,15,15,4,24,81,0.0,1013,20,7,84,2,Mawsynram
2010-01-06,20,7,0.0,8.7,3,56,10:52 PM,10:03 AM,06:10 AM,04:48 PM,10,13,13,13,5,30,82,0.0,1014,20,5,62,3,Mawsynram
2010-01-07,19,6,0.0,7.1,3,48,11:52 PM,10:39 AM,06:10 AM,04:49 PM,8,12,12,12,5,28,83,0.0,1016,19,5,75,3,Mawsynram
2010-01-08,19,4,0.0,7.1,3,41,No moonrise,11:17 AM,06:11 AM,04:50 PM,9,13,13,13,5,26,79,0.0,1016,19,7,172,3,Mawsynram
2010-01-09,21,11,0.0,8.7,4,34,12:51 AM,11:57 AM,06:11 AM,04:51 PM,10,15,15,15,3,30,79,0.0,1016,21,8,258,1,Mawsynram
2010-01-10,20,11,0.0,8.7,5,27,01:50 AM,12:40 PM,06:11 AM,04:51 PM,12,15,15,15,3,48,83,0.0,1015,20,6,310,2,Mawsynram
2010-01-11,20,9,0.0,8.7,5,19,02:47 AM,01:28 PM,06:11 AM,04:52 PM,12,15,15,15,4,48,86,0.1,1016,20,8,139,2,Mawsynram
2010-01-12,20,12,0.0,8.7,5,12,03:43 AM,02:18 PM,06:11 AM,04:53 PM,11,15,15,15,6,32,81,0.0,1017,20,7,185,3,Mawsynram
2010-01-13,21,12,0.0,8.7,5,5,04:34 AM,03:11 PM,06:11 AM,04:54 PM,10,16,16,16,4,10,73,0.0,1018,21,10,227,3,Mawsynram
2010-01-14,21,10,0.0,8.7,4,0,05:22 AM,04:06 PM,06:11 AM,04:54 PM,10,16,16,16,5,12,74,0.0,1019,21,9,134,3,Mawsynram
2010-01-15,20,8,0.0,7.1,4,0,06:04 AM,05:00 PM,06:11 AM,04:55 PM,12,16,15,16,6,22,81,0.0,1020,20,7,48,4,Mawsynram
2010-01-16,20,12,0.0,8.7,4,2,06:42 AM,05:53 PM,06:11 AM,04:56 PM,12,16,15,16,7,30,82,0.0,1020,20,5,53,4,Mawsynram
2010-01-17,23,7,0.0,8.7,4,10,07:17 AM,06:45 PM,06:11 AM,04:57 PM,10,15,15,15,4,3,79,0.0,1019,23,6,54,3,Mawsynram
2010-01-18,20,7,0.0,8.7,3,17,07:49 AM,07:37 PM,06:11 AM,04:57 PM,8,12,12,12,5,19,80,0.0,1018,20,5,175,3,Mawsynram
2010-01-19,20,8,0.0,8.7,4,24,08:19 AM,08:27 PM,06:11 AM,04:58 PM,10,14,14,14,5,34,80,0.0,1016,20,6,161,3,Mawsynram
2010-01-20,22,12,0.0,8.7,5,31,08:49 AM,09:18 PM,06:10 AM,04:59 PM,13,17,18,17,5,38,79,0.0,1018,22,7,76,3,Mawsynram
2010-01-21,23,12,0.0,8.7,5,39,09:19 AM,10:10 PM,06:10 AM,05:00 PM,12,17,17,17,5,17,78,0.0,1016,23,7,113,2,Mawsynram
2010-01-22,20,7,0.0,8.7,3,46,09:52 AM,11:04 PM,06:10 AM,05:00 PM,8,14,13,14,5,17,76,0.0,1016,20,7,99,3,Mawsynram
2010-01-23,20,8,0.0,8.7,3,53,10:27 AM,No moonset,06:10 AM,05:01 PM,8,13,13,13,5,6,74,0.0,1016,20,9,187,3,Mawsynram
2010-01-24,21,9,0.0,8.7,4,60,11:07 AM,12:01 AM,06:10 AM,05:02 PM,10,15,15,15,5,17,77,0.0,1016,21,8,137,3,Mawsynram
2010-01-25,23,10,0.0,8.7,5,68,11:54 AM,01:02 AM,06:09 AM,05:03 PM,10,16,16,16,5,4,72,0.0,1016,23,9,136,3,Mawsynram
2010-01-26,21,8,0.0,8.7,4,75,12:48 PM,02:04 AM,06:09 AM,05:03 PM,7,14,14,14,5,13,65,0.2,1016,21,10,237,3,Mawsynram
2010-01-27,19,6,0.0,8.7,4,82,01:51 PM,03:08 AM,06:09 AM,05:04 PM,5,12,12,12,4,6,69,0.0,1017,19,9,211,2,Mawsynram
2010-01-28,20,4,0.0,8.7,5,90,02:59 PM,04:08 AM,06:08 AM,05:05 PM,6,12,12,12,4,8,73,0.0,1017,20,7,216,2,Mawsynram
2010-01-29,20,5,0.0,8.7,5,97,04:09 PM,05:04 AM,06:08 AM,05:06 PM,9,13,13,13,4,35,76,0.0,1016,20,7,154,2,Mawsynram
2010-01-30,21,6,0.0,8.7,5,100,05:20 PM,05:55 AM,06:08 AM,05:06 PM,9,14,14,14,4,38,75,0.0,1015,21,8,261,2,Mawsynram
2010-01-31,17,4,0.0,8.7,4,100,06:28 PM,06:39 AM,06:07 AM,05:07 PM,7,11,11,11,5,37,77,0.0,1016,17,7,177,3,Mawsynram
2010-02-01,21,10,0.0,8.7,5,77,07:34 PM,07:21 AM,06:07 AM,05:08 PM,9,15,15,15,6,32,71,0.0,1015,21,8,222,3,Mawsynram
2010-02-02,21,8,0.0,8.7,5,69,08:38 PM,07:59 AM,06:06 AM,05:09 PM,7,14,14,14,5,20,68,0.0,1015,21,9,295,3,Mawsynram
2010-02-03,19,8,0.0,8.7,5,62,09:41 PM,08:36 AM,06:06 AM,05:09 PM,5,13,13,13,6,3,64,0.0,1015,19,10,271,4,Mawsynram
2010-02-04,22,3,0.0,8.7,5,54,10:42 PM,09:15 AM,06:05 AM,05:10 PM,5,13,13,13,5,6,63,0.0,1016,22,9,230,3,Mawsynram
2010-02-05,19,5,0.0,8.7,5,47,11:43 PM,09:55 AM,06:05 AM,05:11 PM,4,12,12,12,7,2,61,0.0,1016,19,10,287,4,Mawsynram
2010-02-06,21,3,0.0,8.7,4,39,No moonrise,10:38 AM,06:04 AM,05:11 PM,4,11,11,11,5,3,65,0.0,1017,21,10,63,3,Mawsynram
2010-02-07,22,6,0.0,8.7,4,32,12:41 AM,11:25 AM,06:04 AM,05:12 PM,5,12,12,12,5,4,69,0.0,1016,22,10,130,3,Mawsynram
2010-02-08,21,4,0.0,8.7,5,24,01:38 AM,12:14 PM,06:03 AM,05:13 PM,6,13,13,13,4,7,69,0.0,1013,21,9,183,2,Mawsynram
2010-02-09,22,6,0.0,8.7,5,16,02:31 AM,01:07 PM,06:03 AM,05:14 PM,8,15,15,15,5,9,67,0.0,1013,22,9,274,3,Mawsynram
2010-02-10,24,13,0.0,8.7,6,9,03:20 AM,02:01 PM,06:02 AM,05:14 PM,10,18,18,18,6,12,62,0.0,1014,24,10,279,4,Mawsynram
2010-02-11,23,9,0.0,8.7,5,1,04:03 AM,02:55 PM,06:01 AM,05:15 PM,8,14,14,14,4,12,70,0.0,1016,23,10,202,3,Mawsynram
2010-02-12,22,11,0.0,8.7,5,0,04:42 AM,03:49 PM,06:01 AM,05:16 PM,7,15,16,15,6,11,61,0.0,1015,22,9,237,3,Mawsynram
2010-02-13,20,13,0.0,11.2,5,0,05:18 AM,04:41 PM,06:00 AM,05:16 PM,8,17,18,17,9,29,54,0.0,1013,20,10,251,6,Mawsynram
2010-02-14,23,14,0.0,11.6,5,0,05:51 AM,05:32 PM,05:59 AM,05:17 PM,11,18,18,18,9,22,66,0.0,1013,23,8,247,5,Mawsynram
2010-02-15,24,12,0.0,11.6,5,6,06:22 AM,06:23 PM,05:59 AM,05:18 PM,8,17,17,17,7,7,62,0.0,1014,24,10,271,4,Mawsynram
2010-02-16,24,13,0.0,11.6,5,13,06:52 AM,07:14 PM,05:58 AM,05:18 PM,10,18,19,18,6,31,63,0.0,1014,24,10,279,3,Mawsynram
2010-02-17,25,17,0.0,11.6,5,21,07:22 AM,08:05 PM,05:57 AM,05:19 PM,15,20,22,20,10,34,74,6.4,1013,25,8,218,6,Mawsynram
2010-02-18,21,14,0.0,11.6,5,29,07:54 AM,08:59 PM,05:56 AM,05:19 PM,7,17,17,17,11,14,58,0.3,1013,21,10,236,7,Mawsynram
2010-02-19,26,14,0.0,11.6,5,36,08:28 AM,09:54 PM,05:56 AM,05:20 PM,5,18,18,18,7,3,45,0.0,1015,26,10,294,4,Mawsynram
2010-02-20,23,10,0.0,11.6,5,44,09:06 AM,10:52 PM,05:55 AM,05:21 PM,6,16,16,16,6,4,59,0.0,1015,23,10,229,4,Mawsynram
2010-02-21,23,9,0.0,11.6,5,51,09:49 AM,11:52 PM,05:54 AM,05:21 PM,8,16,17,16,5,9,65,0.0,1015,23,9,205,3,Mawsynram
2010-02-22,22,10,0.0,11.6,5,59,10:38 AM,No moonset,05:53 AM,05:22 PM,9,16,17,16,4,15,67,0.0,1014,22,9,213,2,Mawsynram
2010-02-23,25,11,0.0,11.6,5,66,11:35 AM,12:52 AM,05:53 AM,05:22 PM,10,17,17,17,6,16,65,0.0,1011,25,10,256,4,Mawsynram
2010-02-24,21,11,0.0,11.6,5,74,12:37 PM,01:52 AM,05:52 AM,05:23 PM,6,16,17,16,10,15,54,0.0,1009,21,10,235,6,Mawsynram
2010-02-25,25,11,0.0,11.6,4,81,01:45 PM,02:48 AM,05:51 AM,05:24 PM,11,17,17,17,6,26,73,3.0,1012,25,10,206,3,Mawsynram
2010-02-26,20,10,0.0,11.6,4,89,02:54 PM,03:40 AM,05:50 AM,05:24 PM,11,15,15,15,4,32,79,0.6,1013,20,8,192,2,Mawsynram
2010-02-27,24,10,0.0,11.6,5,97,04:03 PM,04:27 AM,05:49 AM,05:25 PM,9,17,17,17,5,20,62,0.0,1012,24,10,292,3,Mawsynram
2010-02-28,25,9,0.0,11.6,5,100,05:10 PM,05:10 AM,05:48 AM,05:25 PM,10,16,16,16,2,24,72,0.0,1012,25,7,213,1,Mawsynram
2010-03-01,20,12,0.0,11.6,5,100,06:16 PM,05:50 AM,05:47 AM,05:26 PM,10,17,17,17,4,33,69,0.0,1013,20,10,175,2,Mawsynram
2010-03-02,25,16,0.0,11.6,5,85,07:21 PM,06:29 AM,05:46 AM,05:26 PM,13,20,20,20,9,15,66,3.9,1010,25,9,218,6,Mawsynram
2010-03-03,26,12,0.0,11.6,6,78,08:24 PM,07:08 AM,05:45 AM,05:27 PM,7,19,19,19,11,5,51,0.0,1009,26,10,224,7,Mawsynram
2010-03-04,24,10,0.0,11.6,5,71,09:28 PM,07:49 AM,05:45 AM,05:27 PM,5,17,17,17,10,9,49,0.0,1009,24,10,229,6,Mawsynram
2010-03-05,23,15,0.0,11.6,5,63,10:29 PM,08:32 AM,05:44 AM,05:28 PM,13,19,20,19,11,20,69,8.7,1009,23,9,216,7,Mawsynram
2010-03-06,23,13,0.0,11.6,6,56,11:29 PM,09:19 AM,05:43 AM,05:28 PM,13,19,20,19,12,21,70,0.0,1010,23,9,220,7,Mawsynram
2010-03-07,24,16,0.0,11.6,6,49,No moonrise,10:09 AM,05:42 AM,05:29 PM,10,21,21,21,14,13,57,0.0,1011,24,9,231,9,Mawsynram
2010-03-08,27,16,0.0,11.6,6,42,12:24 AM,11:01 AM,05:41 AM,05:29 PM,8,21,21,21,9,6,46,0.0,1013,27,10,255,5,Mawsynram
2010-03-09,29,17,0.0,11.6,6,34,01:16 AM,11:55 AM,05:40 AM,05:30 PM,8,21,21,21,6,6,46,0.0,1014,29,10,272,4,Mawsynram
2010-03-10,29,16,0.0,11.6,6,27,02:01 AM,12:49 PM,05:39 AM,05:30 PM,9,22,22,21,5,5,50,0.0,1015,29,10,231,3,Mawsynram
2010-03-11,29,15,0.0,11.6,6,20,02:42 AM,01:43 PM,05:38 AM,05:31 PM,8,21,21,21,7,4,45,0.0,1015,29,10,263,4,Mawsynram
2010-03-12,26,10,0.0,11.6,6,12,03:19 AM,02:36 PM,05:37 AM,05:31 PM,5,19,19,19,10,4,42,0.0,1015,26,10,257,6,Mawsynram
2010-03-13,28,19,0.0,11.6,6,5,03:52 AM,03:28 PM,05:36 AM,05:32 PM,5,22,22,22,10,1,36,0.0,1012,28,10,243,6,Mawsynram
2010-03-14,28,17,0.0,11.6,6,0,04:24 AM,04:18 PM,05:35 AM,05:32 PM,6,21,21,22,9,3,39,0.0,1010,28,10,233,6,Mawsynram
2010-03-15,29,16,0.0,11.6,5,0,04:54 AM,05:10 PM,05:34 AM,05:33 PM,10,20,21,20,6,14,55,4.2,1012,29,10,185,3,Mawsynram
2010-03-16,25,17,0.0,11.6,5,2,05:25 AM,06:01 PM,05:33 AM,05:33 PM,12,23,23,22,7,16,55,0.3,1015,25,10,67,4,Mawsynram
2010-03-17,29,17,0.0,11.6,6,9,05:57 AM,06:54 PM,05:32 AM,05:34 PM,10,23,23,23,7,5,46,0.0,1016,29,10,117,4,Mawsynram
2010-03-18,32,18,0.0,11.6,6,16,06:30 AM,07:50 PM,05:31 AM,05:34 PM,11,23,23,23,4,7,50,0.1,1015,32,10,215,2,Mawsynram
2010-03-19,31,15,0.0,11.6,7,24,07:07 AM,08:46 PM,05:30 AM,05:35 PM,9,22,22,22,4,5,46,0.0,1012,31,10,149,2,Mawsynram
2010-03-20,32,13,0.0,11.6,6,31,07:49 AM,09:46 PM,05:28 AM,05:35 PM,7,20,20,21,5,2,44,0.0,1010,32,10,216,3,Mawsynram
2010-03-21,31,14,0.0,11.6,7,38,08:35 AM,10:45 PM,05:27 AM,05:35 PM,6,21,21,22,6,2,41,0.0,1008,31,10,256,4,Mawsynram
2010-03-22,23,12,0.0,11.6,5,46,09:29 AM,11:44 PM,05:26 AM,05:36 PM,10,19,20,19,9,25,56,2.3,1006,23,10,208,6,Mawsynram
2010-03-23,27,16,0.0,11.6,6,53,10:27 AM,No moonset,05:25 AM,05:36 PM,14,23,23,22,11,20,62,0.1,1005,27,10,201,8,Mawsynram
2010-03-24,26,21,0.0,11.6,5,60,11:31 AM,12:39 AM,05:24 AM,05:37 PM,17,25,25,24,8,31,68,2.3,1007,26,10,205,5,Mawsynram
2010-03-25,27,21,0.0,11.6,5,67,12:36 PM,01:31 AM,05:23 AM,05:37 PM,16,24,24,23,7,24,68,0.5,1008,27,10,193,4,Mawsynram
2010-03-26,27,18,0.0,11.6,5,75,01:43 PM,02:18 AM,05:22 AM,05:38 PM,15,23,23,22,5,27,68,7.2,1008,27,9,175,3,Mawsynram
2010-03-27,24,18,0.0,11.6,5,82,02:49 PM,03:01 AM,05:21 AM,05:38 PM,17,21,23,21,9,27,79,31.4,1009,24,8,212,5,Mawsynram
2010-03-28,22,16,0.0,6.1,4,89,03:54 PM,03:42 AM,05:20 AM,05:39 PM,19,19,20,19,9,92,99,60.0,1010,22,6,138,5,Mawsynram
2010-03-29,19,16,0.0,6.1,4,96,04:58 PM,04:20 AM,05:19 AM,05:39 PM,18,19,19,19,4,98,98,44.5,1011,19,7,136,2,Mawsynram
2010-03-30,21,15,0.0,6.1,4,100,06:03 PM,04:59 AM,05:18 AM,05:39 PM,18,18,19,18,8,100,99,59.6,1009,21,6,191,5,Mawsynram
2010-03-31,22,16,0.0,6.1,4,100,07:07 PM,05:40 AM,05:17 AM,05:40 PM,19,19,21,19,7,98,99,65.5,1006,22,5,211,4,Mawsynram
2010-04-01,23,17,0.0,6.1,4,77,08:11 PM,06:22 AM,05:16 AM,05:40 PM,20,21,22,21,9,90,98,58.9,1006,23,6,208,6,Mawsynram
2010-04-02,20,16,0.0,8.9,4,70,09:14 PM,07:09 AM,05:15 AM,05:41 PM,19,19,20,19,8,78,97,35.7,1008,20,7,192,5,Mawsynram
2010-04-03,21,16,0.0,8.9,4,62,10:12 PM,07:59 AM,05:14 AM,05:41 PM,18,18,19,18,7,61,96,19.2,1010,21,8,225,4,Mawsynram
2010-04-04,23,18,0.0,10.2,5,55,11:07 PM,08:52 AM,05:13 AM,05:42 PM,20,21,23,21,8,44,94,22.7,1010,23,8,240,5,Mawsynram
